sm	R	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
sm-.0001	R-60	N-1000	1D	94890-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.528419092187518	0.972570149253731	0.961916044776119	24975	725	4200	421	40	40	24975	24975	875
sm-.0001	R-60	N-1000	1D	95540-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.548232306401484	0.946825	0.988458830845771	24975	1100	3950	421	40	40	24975	24975	1050
sm-.0001	R-60	N-1000	1D	95687-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.542447914820198	0.966287810945274	0.953789800995025	24975	1825	4325	421	40	40	24975	24975	975
sm-.0001	R-60	N-1000	1D	95895-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.599490823790785	0.974381467661692	0.972834328358209	24975	950	4500	421	40	40	24975	24975	975
sm-.0001	R-60	N-1000	1D	96902-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.515571902955531	0.943124253731343	0.975730721393035	24975	1275	3825	421	40	40	24975	24975	1100
sm-.0001	R-60	N-1000	1D	96978-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.558294123208187	0.956598134328358	0.974091791044776	24975	1725	4075	421	40	40	24975	24975	1175
sm-.0001	R-60	N-1000	1D	96982-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.506546649176918	0.961649004975124	0.96906592039801	24975	750	4250	421	40	40	24975	24975	1000
sm-.0001	R-60	N-1000	1D	97126-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.559773094149207	0.953382089552239	0.967340547263682	24975	1250	4700	421	40	40	24975	24975	1150
sm-.0001	R-60	N-1000	1D	97272-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.536707543044871	0.964710323383084	0.954210074626866	24975	650	4350	421	40	40	24975	24975	1050
sm-.0001	R-60	N-1000	1D	97288-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.59776791812907	0.980109825870647	0.962719900497512	24975	850	4250	421	40	40	24975	24975	800
sm-.0001	R-60	N-1000	1D	97388-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.52923968045757	0.951263930348259	0.979656592039801	24975	1100	4075	421	40	40	24975	24975	1475
sm-.0001	R-60	N-1000	1D	97692-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.532121920090758	0.972451990049751	0.968196393034826	24975	550	4850	421	40	40	24975	24975	925
sm-.0001	R-60	N-1000	1D	99029-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.60680540291417	0.971552611940299	0.964850621890547	24975	3400	5725	421	40	40	24975	24975	1225
sm-.0001	R-60	N-1000	1D	99336-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.468293189633779	0.963894651741294	0.964179104477612	24975	575	3175	421	40	40	24975	24975	1500
sm-.0001	R-80	N-100	1D	10552-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.728686614433769	0.943059701492537	0.999998756218906	24975	24825	14575	421	40	40	24975	24975	2350
sm-.0001	R-80	N-100	1D	10908-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.625214544852932	0.918563432835821	0.999194029850746	24975	9925	12675	421	40	40	24975	24975	5650
sm-.0001	R-80	N-100	1D	11189-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.554307795937179	0.998343283582089	0.957415422885572	24975	11725	14875	421	40	40	24975	24975	8450
sm-.0001	R-80	N-100	1D	11494-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.553449498351473	0.983558457711443	0.938771144278607	24975	4075	8525	421	40	40	0	24975	4575
sm-.0001	R-80	N-100	1D	1512-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.663236194325286	1	0.936386815920398	24975	8325	16250	421	40	40	24975	24975	3450
sm-.0001	R-80	N-100	1D	17282-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.359134493801775	0.935904228855721	0.827212686567164	24975	6175	17975	421	40	40	24975	24975	11875
sm-.0001	R-80	N-100	1D	18230-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.510698762718474	0.983437810945274	0.937480099502488	24975	1175	8100	421	40	40	24975	24975	4975
sm-.0001	R-80	N-100	1D	18343-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.657356093641058	0.98777736318408	0.881379353233831	24975	1625	24025	421	40	40	24975	24975	1475
sm-.0001	R-80	N-100	1D	18415-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.876366150246393	0.993369402985075	1	24975	24400	15475	421	40	40	24975	24975	3175
sm-.0001	R-80	N-100	1D	18787-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.601291050684818	0.988731343283582	0.967286069651741	24975	6575	9675	421	40	40	24975	24975	6775
sm-.0001	R-80	N-100	1D	22639-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.707152952576783	0.949391791044776	0.998745024875622	24975	15550	14200	421	40	40	24975	24975	1700
sm-.0001	R-80	N-100	1D	23980-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.416421219319082	0.964169154228856	0.930427860696517	24975	2750	5200	421	40	40	24975	24975	1800
sm-.0001	R-80	N-100	1D	26233-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.553484359674313	0.95063184079602	0.969481343283582	24975	9425	7100	421	40	40	24975	24975	3200
sm-.0001	R-80	N-100	1D	26472-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.350804646600726	0.902504975124378	0.931398009950249	24975	25	7525	421	40	40	24975	24975	2275
sm-.0001	R-80	N-100	1D	29015-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.546812729700665	0.999992537313433	0.955062189054726	24975	500	12475	421	40	40	24975	24975	7600
sm-.0001	R-80	N-100	1D	3187-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.621276160763877	0.999879353233831	0.965390547263682	24975	17300	19725	421	40	40	24975	24975	8400
sm-.0001	R-80	N-100	1D	34946-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.516453480814455	0.994058457711443	0.976481343283582	24975	3450	6200	421	40	40	24975	24975	4450
sm-.0001	R-80	N-100	1D	3819-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.504133725670933	0.958437810945274	0.91543407960199	24975	1800	11075	421	40	40	24975	24975	4550
sm-.0001	R-80	N-100	1D	4111-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.564879285283795	0.874344527363184	0.91697263681592	24975	23625	6675	421	40	40	24975	24975	3650
sm-.0001	R-80	N-100	1D	43600-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.656087614185604	0.998396766169154	0.963649253731343	24975	5600	8925	421	40	40	24975	24975	2400
sm-.0001	R-80	N-100	1D	43999-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.459119013010955	0.89621144278607	0.995242537313433	24975	2200	6425	421	40	40	24975	24975	2575
sm-.0001	R-80	N-100	1D	44331-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.538196901478356	0.996723880597015	0.925251243781095	24975	5825	7650	421	40	40	24975	24975	5800
sm-.0001	R-80	N-100	1D	45093-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.479117004053367	0.971150497512438	0.988608208955224	24975	13425	9075	421	40	40	24975	24975	2925
sm-.0001	R-80	N-100	1D	46733-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.633058815187719	0.914733830845771	1	24975	5450	10625	421	40	40	24975	24975	6425
sm-.0001	R-80	N-100	1D	4766-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.522355680032143	0.916915422885572	0.996033582089552	24975	6550	8325	421	40	40	24975	24975	3650
sm-.0001	R-80	N-100	1D	50993-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.65256732962267	0.955390547263682	0.99526368159204	24975	23825	10525	421	40	40	24975	24975	4575
sm-.0001	R-80	N-100	1D	52990-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.82471927772066	0.963241293532338	0.999998756218906	24975	21725	13050	421	40	40	24975	24975	1400
sm-.0001	R-80	N-100	1D	54651-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.623919594426915	0.979334577114428	0.999988805970149	24975	10150	12575	421	40	40	24975	24975	2450
sm-.0001	R-80	N-100	1D	55449-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.584229801113199	0.944702736318408	0.993009950248756	24975	13375	8600	421	40	40	24975	24975	4425
sm-.0001	R-80	N-100	1D	57678-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.481273088240508	0.959844527363184	0.926314676616915	24975	11025	16350	421	40	40	24975	24975	10175
sm-.0001	R-80	N-100	1D	61405-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.434385908935134	0.913144278606965	0.980063432835821	24975	1775	10875	421	40	40	24975	24975	6200
sm-.0001	R-80	N-100	1D	67732-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.278325829285875	0.817303482587065	0.907182835820896	24975	250	17100	421	40	40	0	24975	15150
sm-.0001	R-80	N-100	1D	69593-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.498961132579383	0.91376368159204	0.959063432835821	24975	5400	12625	421	40	40	225	24975	5125
sm-.0001	R-80	N-100	1D	70478-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.470562508124461	0.957207711442786	0.983506218905473	24975	3400	8600	421	40	40	24975	24975	4400
sm-.0001	R-80	N-100	1D	71013-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.591361600548327	0.932690298507463	0.967539800995025	24975	13725	11700	421	40	40	24975	24975	5325
sm-.0001	R-80	N-100	1D	75114-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.38950745086917	0.987348258706468	0.919492537313433	24975	2450	3625	421	40	40	225	24975	3150
sm-.0001	R-80	N-100	1D	77726-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.56874357429007	0.975824626865672	0.923817164179105	24975	11900	23400	421	40	40	24975	24975	3975
sm-.0001	R-80	N-100	1D	9127-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.371417142316919	0.92714552238806	0.959860696517413	24975	8475	11100	421	40	40	24975	24975	6475
sm-.0001	R-80	N-100	1D	98727-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.577659328062774	0.970904228855721	0.994441542288557	24975	5300	5600	421	40	40	24975	24975	2825
sm-.0001	R-80	N-100	1D	98995-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	0	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.350390801337729	0.896690298507463	0.808201492537313	24975	1075	5150	421	40	40	24975	24975	3750
sm-.0001	R-80	N-1000	1D	10949-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.561679984873731	0.947366169154229	0.908930099502488	24975	750	5800	421	40	40	24975	24975	1400
sm-.0001	R-80	N-1000	1D	11172-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.585790997506529	0.966428233830846	0.970261691542289	24975	2200	7075	421	40	40	24975	24975	1925
sm-.0001	R-80	N-1000	1D	11926-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.592554992259605	0.986647388059702	0.939394900497513	24975	850	4150	421	40	40	24975	24975	1525
sm-.0001	R-80	N-1000	1D	14190-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.6149610498576	0.974475124378109	0.958378109452736	24975	1875	5375	421	40	40	24975	24975	2075
sm-.0001	R-80	N-1000	1D	14320-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.626532621925999	0.963698258706468	0.968958955223881	24975	1675	4750	421	40	40	24975	24975	1725
sm-.0001	R-80	N-1000	1D	15077-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.556126505241016	0.973282587064677	0.974678482587065	24975	925	4575	421	40	40	24975	24975	1950
sm-.0001	R-80	N-1000	1D	15910-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.596145365807542	0.956850746268657	0.964865422885572	24975	1300	6025	421	40	40	24975	24975	2575
sm-.0001	R-80	N-1000	1D	16324-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.587110799919642	0.968443656716418	0.953774875621891	24975	1000	5425	421	40	40	24975	24975	1775
sm-.0001	R-80	N-1000	1D	16784-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.613644237246074	0.962778233830846	0.950987064676617	24975	2050	5700	421	40	40	24975	24975	2475
sm-.0001	R-80	N-1000	1D	16973-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.489578615237352	0.943459825870647	0.957533830845771	24975	950	5875	421	40	40	24975	24975	3225
sm-.0001	R-80	N-1000	1D	21212-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.666479100932393	0.981073009950249	0.958947014925373	24975	3075	6450	421	40	40	24975	24975	1975
sm-.0001	R-80	N-1000	1D	21812-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.631635303293509	0.976417039800995	0.943656343283582	24975	1625	6750	421	40	40	24975	24975	2025
sm-.0001	R-80	N-1000	1D	23801-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.556480897176824	0.964445024875622	0.938811940298507	24975	1475	4875	421	40	40	24975	24975	1450
sm-.0001	R-80	N-1000	1D	23836-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.637525117878541	0.979383955223881	0.973310074626866	24975	2100	5975	421	40	40	24975	24975	1475
sm-.0001	R-80	N-1000	1D	24207-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.620549686248094	0.971015422885572	0.969982462686567	24975	2700	5750	421	40	40	24975	24975	2225
sm-.0001	R-80	N-1000	1D	28617-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.695605582538613	0.986575497512438	0.962520771144279	24975	4775	6775	421	40	40	24975	24975	2050
sm-.0001	R-80	N-1000	1D	2869-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.655745252360525	0.984232587064677	0.962621517412935	24975	3450	5675	421	40	40	24975	24975	2175
sm-.0001	R-80	N-1000	1D	28749-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.63239041136361	0.993125621890547	0.953019776119403	24975	1500	5150	421	40	40	24975	24975	1775
sm-.0001	R-80	N-1000	1D	29584-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.606901100199714	0.982004228855721	0.963432835820896	24975	1750	5150	421	40	40	24975	24975	1025
sm-.0001	R-80	N-1000	1D	31506-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.576917065503835	0.975713432835821	0.970416791044776	24975	1500	6475	421	40	40	24975	24975	3000
sm-.0001	R-80	N-1000	1D	32243-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.548426430791411	0.977033830845771	0.950848134328358	24975	1300	5750	421	40	40	24975	24975	2050
sm-.0001	R-80	N-1000	1D	33116-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.668795523569799	0.977576741293532	0.983223134328358	24975	1350	4775	421	40	40	24975	24975	1225
sm-.0001	R-80	N-1000	1D	33431-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.615185604046277	0.964196766169154	0.982421766169154	24975	2375	4900	421	40	40	24975	24975	2050
sm-.0001	R-80	N-1000	1D	3474-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.611524172486735	0.981232338308458	0.961155099502488	24975	1425	5175	421	40	40	24975	24975	1850
sm-.0001	R-80	N-1000	1D	35767-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.552303447134872	0.959701741293532	0.970772263681592	24975	1000	6525	421	40	40	24975	24975	2450
sm-.0001	R-80	N-1000	1D	3704-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.602231431914064	0.961481965174129	0.947754726368159	24975	1650	5700	421	40	40	24975	24975	2525
sm-.0001	R-80	N-1000	1D	37192-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.553851443495114	0.963130223880597	0.946009328358209	24975	1575	4200	421	40	40	24975	24975	1125
sm-.0001	R-80	N-1000	1D	37773-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.575415570603042	0.973120771144279	0.972063184079602	24975	1525	4850	421	40	40	24975	24975	2300
sm-.0001	R-80	N-1000	1D	38600-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.629181538861512	0.974581218905473	0.970285199004975	24975	2000	6000	421	40	40	24975	24975	1925
sm-.0001	R-80	N-1000	1D	4020-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.574396308244998	0.971375373134328	0.967790174129353	24975	2425	5900	421	40	40	24975	24975	2750
sm-.0001	R-80	N-1000	1D	40487-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.57909921887002	0.953372885572139	0.960923009950249	24975	1150	4150	421	40	40	24975	24975	1225
sm-.0001	R-80	N-1000	1D	41550-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.619410867278808	0.966023258706468	0.977670273631841	24975	1175	5975	421	40	40	24975	24975	1725
sm-.0001	R-80	N-1000	1D	41860-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.571823046288746	0.965385447761194	0.958353358208955	24975	875	5025	421	40	40	24975	24975	2400
sm-.0001	R-80	N-1000	1D	42146-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.600424658181775	0.968430597014925	0.978870024875622	24975	1925	5025	421	40	40	24975	24975	1625
sm-.0001	R-80	N-1000	1D	4580-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.550022074898666	0.971314552238806	0.965923383084577	24975	1175	3925	421	40	40	24975	24975	1125
sm-.0001	R-80	N-1000	1D	46848-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.63315194809799	0.977338805970149	0.956225870646766	24975	1300	4275	421	40	40	24975	24975	1600
sm-.0001	R-80	N-1000	1D	47761-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.565771959679039	0.967241915422886	0.958789552238806	24975	1425	5650	421	40	40	24975	24975	1375
sm-.0001	R-80	N-1000	1D	48807-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.542685917207313	0.963308830845771	0.949693905472637	24975	1075	3925	421	40	40	24975	24975	1050
sm-.0001	R-80	N-1000	1D	49268-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.621774323158554	0.973155845771144	0.97196355721393	24975	1575	5075	421	40	40	24975	24975	975
sm-.0001	R-80	N-1000	1D	5016-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.523941232081871	0.958951741293532	0.949189552238806	24975	825	5725	421	40	40	24975	24975	2275
sm-.0001	R-80	N-1000	1D	51395-r1-501-sb0.01-sm-1e-04-N1000-pophistory-run.Rdata	0	0.3	0.2	1000	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.513319826047908	0.915975	0.957532835820896	24975	825	4425	421	40	40	24975	24975	1400
