mu	sm	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
mu1e-6	sm-.001	N-200	1D	59332-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.29947810697755	0.967483541886527	NA	24975	6250	NA	402	99	NA	5225	4425	NA
mu1e-6	sm-.001	N-200	1D	60671-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.20471269275513	0.966837529524097	NA	24975	3950	NA	402	99	NA	1150	950	NA
mu1e-6	sm-.001	N-200	1D	60737-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.370331489319571	0.968503442384039	NA	24975	2425	NA	402	99	NA	875	550	NA
mu1e-6	sm-.001	N-200	1D	62976-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.253310190341823	0.951581989044676	NA	24975	4800	NA	402	99	NA	1775	1900	NA
mu1e-6	sm-.001	N-200	1D	64855-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.299998205489963	0.962949143173024	NA	24975	3300	NA	402	99	NA	625	1900	NA
mu1e-6	sm-.001	N-200	1D	68856-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.323541125219673	0.944658525554048	NA	24975	3725	NA	402	99	NA	3075	2200	NA
mu1e-6	sm-.001	N-200	1D	72001-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.307261144526126	0.967946379215036	NA	24975	2450	NA	402	99	NA	900	1250	NA
mu1e-6	sm-.001	N-200	1D	72964-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.248397626296379	0.949837931554349	NA	24975	5625	NA	402	99	NA	2400	3550	NA
mu1e-6	sm-.001	N-200	1D	80922-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.179345375114477	0.932744107744108	NA	24975	8275	NA	402	99	NA	6725	6650	NA
mu1e-6	sm-.001	N-200	1D	81896-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.279701801935596	0.945568370269863	NA	24975	2925	NA	402	99	NA	425	225	NA
mu1e-6	sm-.001	N-200	1D	83590-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.21807201554417	0.915782953917282	NA	24975	4125	NA	402	99	NA	475	775	NA
mu1e-6	sm-.001	N-200	1D	84199-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.246166369644316	0.964189155233931	NA	24975	4275	NA	402	99	NA	1825	2200	NA
mu1e-6	sm-.001	N-200	1D	84343-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.213337603029628	0.928016231971456	NA	24975	2300	NA	402	99	NA	1375	1100	NA
mu1e-6	sm-.001	N-200	1D	86196-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.183450224004356	0.922580280416101	NA	24975	4025	NA	402	99	NA	1425	2950	NA
mu1e-6	sm-.001	N-200	1D	88182-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.314858295586743	0.942193577566712	NA	24975	3825	NA	402	99	NA	2550	1250	NA
mu1e-6	sm-.001	N-200	1D	935-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.46794305834014	0.982391326197296	NA	24975	7550	NA	402	99	NA	3325	4100	NA
mu1e-6	sm-.001	N-200	1D	99326-r1-501-sb0.01-sm-0.001-N200-pophistory-run.Rdata	1e-05	0.3	0.2	200	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.22185577089676	0.946814412784562	NA	24975	5725	NA	402	99	NA	4875	4300	NA
mu1e-6	sm-.001	N-50	1D	11376-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.244960025741937	0.957275239961807	NA	24975	12150	NA	402	99	NA	11150	11125	NA
mu1e-6	sm-.001	N-50	1D	13058-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.20641914804089	0.952046836524448	NA	24975	10350	NA	402	99	NA	10275	8975	NA
mu1e-6	sm-.001	N-50	1D	13395-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.00290537362936561	0.00148751193527313	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-6	sm-.001	N-50	1D	18408-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.201940298507463	0.903338861249309	NA	24975	10850	NA	402	99	NA	10850	9925	NA
mu1e-6	sm-.001	N-50	1D	25165-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.0941365312739784	0.916965676667169	NA	24975	10950	NA	402	99	NA	11475	10475	NA
mu1e-6	sm-.001	N-50	1D	27293-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.271514566471127	0.907164179104478	NA	24975	3250	NA	402	99	NA	1925	250	NA
mu1e-6	sm-.001	N-50	1D	29850-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.700448998787159	0.98845469621589	NA	24975	8850	NA	402	99	NA	1225	1175	NA
mu1e-6	sm-.001	N-50	1D	31638-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.251561099972773	0.926383235338459	NA	24975	6425	NA	402	99	NA	5475	5525	NA
mu1e-6	sm-.001	N-50	1D	32248-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.407632731863073	0.930598522538821	NA	24975	14950	NA	402	99	NA	10175	9775	NA
mu1e-6	sm-.001	N-50	1D	38710-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.161771738323309	0.906117895371627	NA	24975	11350	NA	402	99	NA	12025	6150	NA
mu1e-6	sm-.001	N-50	1D	3917-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.0358446573104626	0.603298658224031	NA	24975	21100	NA	402	99	NA	22025	19475	NA
mu1e-6	sm-.001	N-50	1D	41366-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.258983688522561	0.957830041710639	NA	24975	3900	NA	402	99	NA	5075	2325	NA
mu1e-6	sm-.001	N-50	1D	44134-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.134897403529616	0.895724408261722	NA	24975	10625	NA	402	99	NA	9850	8975	NA
mu1e-6	sm-.001	N-50	1D	47452-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.724619440112868	0.974443941906629	NA	24975	14975	NA	402	99	NA	3250	3775	NA
mu1e-6	sm-.001	N-50	1D	5118-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.279240117818866	0.962997135534449	NA	24975	4575	NA	402	99	NA	4325	3650	NA
mu1e-6	sm-.001	N-50	1D	51326-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.0553476399099032	0.612298105432434	NA	24975	20900	NA	402	99	NA	20350	19325	NA
mu1e-6	sm-.001	N-50	1D	5531-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.00676047622583599	0.211161364892708	NA	24975	22725	NA	402	99	NA	23250	22675	NA
mu1e-6	sm-.001	N-50	1D	57276-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.00165243434568451	0.000272375496256093	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-6	sm-.001	N-50	1D	63030-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.107045122645479	0.864112769485904	NA	24975	18500	NA	402	99	NA	18725	18125	NA
mu1e-6	sm-.001	N-50	1D	64724-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.255750600232667	0.926045529926127	NA	24975	6850	NA	402	99	NA	5225	4750	NA
mu1e-6	sm-.001	N-50	1D	6672-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.167052300685627	0.751647821498568	NA	24975	20150	NA	402	99	NA	18775	19600	NA
mu1e-6	sm-.001	N-50	1D	72151-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.441660354941709	0.963823307703905	NA	24975	4325	NA	402	99	NA	2950	1925	NA
mu1e-6	sm-.001	N-50	1D	72276-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.211707135961981	0.959026081712649	NA	24975	2700	NA	402	99	NA	2775	1500	NA
mu1e-6	sm-.001	N-50	1D	731-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.200408653251157	0.907073722297603	NA	24975	3300	NA	402	99	NA	2075	1850	NA
mu1e-6	sm-.001	N-50	1D	73126-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.10972748199302	0.776436001809136	NA	24975	19325	NA	402	99	NA	20675	18225	NA
mu1e-6	sm-.001	N-50	1D	74701-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.453417489666097	0.959630132167446	NA	24975	5600	NA	402	99	NA	425	3200	NA
mu1e-6	sm-.001	N-50	1D	75223-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.147640404940472	0.902543846424444	NA	24975	10325	NA	402	99	NA	8500	7400	NA
mu1e-6	sm-.001	N-50	1D	81398-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.277090666072622	0.955018845168099	NA	24975	16125	NA	402	99	NA	11225	13475	NA
mu1e-6	sm-.001	N-50	1D	82937-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.291166555283285	0.976258103422282	NA	24975	4650	NA	402	99	NA	3225	2975	NA
mu1e-6	sm-.001	N-50	1D	86611-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.0239697037202049	0.127079752751395	NA	24975	23175	NA	402	99	NA	22025	21775	NA
mu1e-6	sm-.001	N-50	1D	88106-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.242281379173783	0.937010905070607	NA	24975	17450	NA	402	99	NA	17225	16100	NA
mu1e-6	sm-.001	N-50	1D	88305-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.294246924581075	0.956362631288004	NA	24975	4050	NA	402	99	NA	1000	600	NA
mu1e-6	sm-.001	N-50	1D	88659-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.135899358926759	0.660288456706367	NA	24975	20550	NA	402	99	NA	20450	19125	NA
mu1e-6	sm-.001	N-50	1D	89336-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.368239400014851	0.864997236042012	NA	24975	12425	NA	402	99	NA	9875	11525	NA
mu1e-6	sm-.001	N-50	1D	89605-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.248375040221777	0.859562792100105	NA	24975	12325	NA	402	99	NA	7575	9250	NA
mu1e-6	sm-.001	N-50	1D	92377-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.21619291601693	0.966837529524097	NA	24975	2975	NA	402	99	NA	3325	2600	NA
mu1e-6	sm-.001	N-50	1D	96373-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.0884359298037177	0.829964319815066	NA	24975	15525	NA	402	99	NA	17025	14175	NA
mu1e-6	sm-.001	N-50	1D	99660-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.307753768471077	0.960150761344791	NA	24975	4575	NA	402	99	NA	4200	3050	NA
mu1e-6	sm-.001	N-50	1D	999-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.212202915769412	0.952256897331524	NA	24975	7375	NA	402	99	NA	2875	3900	NA
mu1e-6	sm-.001	N-50	1D	99920-r1-501-sb0.01-sm-0.001-N50-pophistory-run.Rdata	1e-05	0.3	0.2	50	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.327692631370511	0.944727875772652	NA	24975	14325	NA	402	99	NA	11475	10800	NA
mu1e-6	sm-.001	N-600	1D	10762-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.2283527016658	0.942656498651524	NA	24975	3100	NA	402	99	NA	75	1425	NA
mu1e-6	sm-.001	N-600	1D	12474-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.150790615743835	0.931415565271287	NA	24975	2375	NA	402	99	NA	125	475	NA
mu1e-6	sm-.001	N-600	1D	12784-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.185694991048076	0.934440675410825	NA	24975	2275	NA	402	99	NA	150	125	NA
mu1e-6	sm-.001	N-600	1D	15002-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.208797162611487	0.946425029733488	NA	24975	2075	NA	402	99	NA	50	225	NA
mu1e-6	sm-.001	N-600	1D	19542-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.21281486431854	0.936819605675327	NA	24975	2325	NA	402	99	NA	1625	825	NA
mu1e-6	sm-.001	N-600	1D	25487-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.196509017928599	0.936931252826775	NA	24975	3000	NA	402	99	NA	75	1275	NA
mu1e-6	sm-.001	N-600	1D	28492-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.266179838782868	0.953836959981239	NA	24975	2325	NA	402	99	NA	75	100	NA
mu1e-6	sm-.001	N-600	1D	28516-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.224716735559351	0.947242993785282	NA	24975	3100	NA	402	99	NA	0	200	NA
mu1e-6	sm-.001	N-600	1D	30151-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.202476795128833	0.939139236477545	NA	24975	4225	NA	402	99	NA	75	1800	NA
mu1e-6	sm-.001	N-600	1D	33893-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.231907234144369	0.944177178082651	NA	24975	6025	NA	402	99	NA	250	4175	NA
mu1e-6	sm-.001	N-600	1D	34520-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.24496571867033	0.949607517965727	NA	24975	4475	NA	402	99	NA	50	2725	NA
mu1e-6	sm-.001	N-600	1D	37963-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.259974010544293	0.954738261554182	NA	24975	5100	NA	402	99	NA	300	2625	NA
mu1e-6	sm-.001	N-600	1D	3856-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.229912151514401	0.9422183694323	NA	24975	3450	NA	402	99	NA	150	1825	NA
mu1e-6	sm-.001	N-600	1D	40236-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.241652269333267	0.943834531048461	NA	24975	2975	NA	402	99	NA	75	850	NA
mu1e-6	sm-.001	N-600	1D	43313-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.189056355865779	0.934731979831482	NA	24975	2100	NA	402	99	NA	0	75	NA
mu1e-6	sm-.001	N-600	1D	45700-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.239620017656329	0.942038042112669	NA	24975	3625	NA	402	99	NA	50	1750	NA
mu1e-6	sm-.001	N-600	1D	47519-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.188292121482142	0.930427240899878	NA	24975	3925	NA	402	99	NA	50	1625	NA
mu1e-6	sm-.001	N-600	1D	49860-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.251441094692376	0.945562507328676	NA	24975	3725	NA	402	99	NA	425	1800	NA
mu1e-6	sm-.001	N-600	1D	50480-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.203318874120278	0.93115860093472	NA	24975	4100	NA	402	99	NA	0	1325	NA
mu1e-6	sm-.001	N-600	1D	53414-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.207739412390782	0.945763354942459	NA	24975	2750	NA	402	99	NA	125	675	NA
mu1e-6	sm-.001	N-600	1D	54934-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.257565386170309	0.944776873209709	NA	24975	3025	NA	402	99	NA	500	1325	NA
mu1e-6	sm-.001	N-600	1D	55744-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.217254255257708	0.93112995627921	NA	24975	2425	NA	402	99	NA	225	500	NA
mu1e-6	sm-.001	N-600	1D	58774-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.232200564342467	0.938219843543227	NA	24975	3750	NA	402	99	NA	75	925	NA
mu1e-6	sm-.001	N-600	1D	597-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.241468589886389	0.940374558185504	NA	24975	2725	NA	402	99	NA	100	375	NA
mu1e-6	sm-.001	N-600	1D	61137-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.198266173279539	0.943234584652495	NA	24975	2725	NA	402	99	NA	25	1000	NA
mu1e-6	sm-.001	N-600	1D	66968-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.250955174376872	0.936141347136372	NA	24975	3700	NA	402	99	NA	25	1750	NA
mu1e-6	sm-.001	N-600	1D	68483-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.263697722003581	0.936184816657453	NA	24975	1675	NA	402	99	NA	25	175	NA
mu1e-6	sm-.001	N-600	1D	71003-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.227826992731203	0.94924418312478	NA	24975	2100	NA	402	99	NA	700	350	NA
mu1e-6	sm-.001	N-600	1D	71570-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.297053476399099	0.962539239827797	NA	24975	2850	NA	402	99	NA	275	200	NA
mu1e-6	sm-.001	N-600	1D	72821-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.184300821761838	0.94117937249778	NA	24975	3075	NA	402	99	NA	200	1150	NA
mu1e-6	sm-.001	N-600	1D	74173-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.321255270084074	0.96228696584418	NA	24975	2050	NA	402	99	NA	175	75	NA
mu1e-6	sm-.001	N-600	1D	76304-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.208387808057556	0.949840192974521	NA	24975	3050	NA	402	99	NA	100	350	NA
mu1e-6	sm-.001	N-600	1D	81677-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.222752902155887	0.945902390404878	NA	24975	2150	NA	402	99	NA	50	700	NA
mu1e-6	sm-.001	N-600	1D	82687-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.227580134155095	0.920945859925959	NA	24975	2900	NA	402	99	NA	75	950	NA
mu1e-6	sm-.001	N-600	1D	82902-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.205921965627914	0.935545756068144	NA	24975	2350	NA	402	99	NA	75	450	NA
mu1e-6	sm-.001	N-600	1D	84458-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.196455120747836	0.936814496540865	NA	24975	2775	NA	402	99	NA	1025	850	NA
mu1e-6	sm-.001	N-600	1D	85070-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.229503704528766	0.934682982394425	NA	24975	2600	NA	402	99	NA	25	400	NA
mu1e-6	sm-.001	N-600	1D	85283-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.276083327145368	0.944835335108967	NA	24975	3150	NA	402	99	NA	50	625	NA
mu1e-6	sm-.001	N-600	1D	90456-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.280490808808363	0.960209223244049	NA	24975	2750	NA	402	99	NA	50	200	NA
mu1e-6	sm-.001	N-600	1D	93713-r1-501-sb0.01-sm-0.001-N600-pophistory-run.Rdata	1e-05	0.3	0.2	600	1	501	2	0.01	-0.001	1000	25	0.953770108230929	0.188383393975397	0.943623297653148	NA	24975	2050	NA	402	99	NA	0	375	NA
