mu	sm	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
mu1e-5	sm-.0001	N-25	1D	31549-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.60163807826539	0.972635810844766	NA	24975	11450	NA	402	99	NA	6925	4600	NA
mu1e-5	sm-.0001	N-25	1D	32091-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00208559194079354	0.00359616061108598	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	33242-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.566438949530952	0.906698829086889	NA	24975	24975	NA	402	99	NA	9450	5600	NA
mu1e-5	sm-.0001	N-25	1D	33593-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.264868691369026	0.937249107995377	NA	24975	11950	NA	402	99	NA	6925	5675	NA
mu1e-5	sm-.0001	N-25	1D	33676-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.76410831415064	0.993095130408563	NA	24975	23825	NA	402	99	NA	1225	2100	NA
mu1e-5	sm-.0001	N-25	1D	33759-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0183822182619242	0.00579928639630132	NA	24975	24975	NA	402	99	NA	24775	24975	NA
mu1e-5	sm-.0001	N-25	1D	3510-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.60253063042994	0.995834966581235	NA	24975	15350	NA	402	99	NA	10050	9900	NA
mu1e-5	sm-.0001	N-25	1D	35218-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.197851043291008	0.000496507362179004	NA	24975	24975	NA	402	99	NA	14350	24975	NA
mu1e-5	sm-.0001	N-25	1D	36117-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.665633523922675	0.994920347756169	NA	24975	11375	NA	402	99	NA	6500	1925	NA
mu1e-5	sm-.0001	N-25	1D	36317-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.532886809732432	0.918082315694256	NA	24975	23250	NA	402	99	NA	3600	3150	NA
mu1e-5	sm-.0001	N-25	1D	36454-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.68229796292171	0.98598522538821	NA	24975	9575	NA	402	99	NA	8100	8325	NA
mu1e-5	sm-.0001	N-25	1D	3658-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.382343011311601	0.960789989446706	NA	24975	10125	NA	402	99	NA	9100	8150	NA
mu1e-5	sm-.0001	N-25	1D	37517-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.000777703522190045	0.000128649680888487	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	37624-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.120287616643152	0.841774963566008	NA	24975	14975	NA	402	99	NA	21650	14575	NA
mu1e-5	sm-.0001	N-25	1D	38235-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.578806465186505	0.993726317905422	NA	24975	19675	NA	402	99	NA	9625	7725	NA
mu1e-5	sm-.0001	N-25	1D	38269-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.344279102002426	0.97935775667119	NA	24975	9425	NA	402	99	NA	9000	7425	NA
mu1e-5	sm-.0001	N-25	1D	38748-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.356517907972575	0.98793708226544	NA	24975	6475	NA	402	99	NA	4275	4825	NA
mu1e-5	sm-.0001	N-25	1D	39193-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.000549986386475582	0.000116588773305191	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	42858-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0189846785970644	0.240789989446706	NA	24975	22925	NA	402	99	NA	23000	21325	NA
mu1e-5	sm-.0001	N-25	1D	43033-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.393227395361501	0.9582913714257	NA	24975	2300	NA	402	99	NA	1225	875	NA
mu1e-5	sm-.0001	N-25	1D	43306-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.183668721071261	0.726410372380522	NA	24975	21025	NA	402	99	NA	17925	17875	NA
mu1e-5	sm-.0001	N-25	1D	43551-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.347941882626668	0.925043469521082	NA	24975	15275	NA	402	99	NA	13725	13500	NA
mu1e-5	sm-.0001	N-25	1D	44976-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.327002796960471	0.942815216845068	NA	24975	18025	NA	402	99	NA	17700	17375	NA
mu1e-5	sm-.0001	N-25	1D	45095-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0828429989356699	0.818097391828735	NA	24975	11850	NA	402	99	NA	13075	10925	NA
mu1e-5	sm-.0001	N-25	1D	45759-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.707058736169897	0.993881099552741	NA	24975	10725	NA	402	99	NA	5050	4675	NA
mu1e-5	sm-.0001	N-25	1D	47241-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00392911066557758	0.000892507161163878	NA	24975	24975	NA	402	99	NA	24775	24975	NA
mu1e-5	sm-.0001	N-25	1D	48833-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0403480111878419	0.171021659379868	NA	24975	22575	NA	402	99	NA	23800	22200	NA
mu1e-5	sm-.0001	N-25	1D	48957-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.439784658795574	0.944051459872355	NA	24975	18750	NA	402	99	NA	2725	3575	NA
mu1e-5	sm-.0001	N-25	1D	49004-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.183201900943046	0.884251469923112	NA	24975	14975	NA	402	99	NA	10050	12900	NA
mu1e-5	sm-.0001	N-25	1D	49137-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.175607039429717	0.893443891652847	NA	24975	10450	NA	402	99	NA	12525	9600	NA
mu1e-5	sm-.0001	N-25	1D	49241-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.745535011509616	0.97215136439017	NA	24975	21200	NA	402	99	NA	7975	5900	NA
mu1e-5	sm-.0001	N-25	1D	55596-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.175450607658226	0.746105834464043	NA	24975	20525	NA	402	99	NA	17275	18375	NA
mu1e-5	sm-.0001	N-25	1D	57643-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.397833221949952	0.913322277501382	NA	24975	5400	NA	402	99	NA	4250	2300	NA
mu1e-5	sm-.0001	N-25	1D	58059-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.491661097497587	0.976921453339364	NA	24975	10650	NA	402	99	NA	2100	3925	NA
mu1e-5	sm-.0001	N-25	1D	59489-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.108428999282196	0.687749133122267	NA	24975	14900	NA	402	99	NA	12025	13475	NA
mu1e-5	sm-.0001	N-25	1D	59512-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0129754214004604	0.221046283732851	NA	24975	22075	NA	402	99	NA	24975	21875	NA
mu1e-5	sm-.0001	N-25	1D	59838-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.187586445880052	0.94381024172069	NA	24975	16625	NA	402	99	NA	15025	15700	NA
mu1e-5	sm-.0001	N-25	1D	59854-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.321697977772827	0.98571586511885	NA	24975	9675	NA	402	99	NA	6600	4500	NA
mu1e-5	sm-.0001	N-25	1D	61489-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0034414989727977	0.00102718729584401	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	63091-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.604183064775624	0.982437308407458	NA	24975	6350	NA	402	99	NA	500	725	NA
mu1e-5	sm-.0001	N-25	1D	64159-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.000760872255637237	0.0118176792803658	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	65641-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0925501844013762	0.880609075832956	NA	24975	6550	NA	402	99	NA	21250	5200	NA
mu1e-5	sm-.0001	N-25	1D	69089-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.207831984356823	0.911999597969747	NA	24975	10725	NA	402	99	NA	6900	6800	NA
mu1e-5	sm-.0001	N-25	1D	6970-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.461967773074924	0.996311372430775	NA	24975	7875	NA	402	99	NA	3475	1075	NA
mu1e-5	sm-.0001	N-25	1D	69879-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00530085888963144	0.000530679933665008	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	70335-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.2867409222544	0.987490828684859	NA	24975	12475	NA	402	99	NA	14700	6675	NA
mu1e-5	sm-.0001	N-25	1D	70379-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.106676072374446	0.914039901502588	NA	24975	17000	NA	402	99	NA	17350	16175	NA
mu1e-5	sm-.0001	N-25	1D	71221-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0932729387886438	0.529739182873511	NA	24975	20950	NA	402	99	NA	21750	20300	NA
mu1e-5	sm-.0001	N-25	1D	72131-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.59852429395312	0.988819538670285	NA	24975	14500	NA	402	99	NA	5150	9125	NA
mu1e-5	sm-.0001	N-25	1D	72338-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0253384817207495	0.00508166239509523	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	72871-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.147459716343655	0.823967033519272	NA	24975	19600	NA	402	99	NA	18650	18675	NA
mu1e-5	sm-.0001	N-25	1D	73490-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0242360337615406	0.000444243429318056	NA	24975	24975	NA	402	99	NA	22550	24975	NA
mu1e-5	sm-.0001	N-25	1D	73582-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00885869161654415	0.00089451731242776	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	73943-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.320285141456895	0.959179858284336	NA	24975	11975	NA	402	99	NA	8875	11200	NA
mu1e-5	sm-.0001	N-25	1D	74354-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.476837702037078	0.880160812101111	NA	24975	22700	NA	402	99	NA	4375	7050	NA
mu1e-5	sm-.0001	N-25	1D	77055-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.672469988366625	0.973086084727876	NA	24975	19400	NA	402	99	NA	6950	15500	NA
mu1e-5	sm-.0001	N-25	1D	77274-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.634055097646098	0.995752550379416	NA	24975	13675	NA	402	99	NA	9700	5750	NA
mu1e-5	sm-.0001	N-25	1D	77808-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.138759931684859	0.147488818533595	NA	24975	23375	NA	402	99	NA	18400	22875	NA
mu1e-5	sm-.0001	N-25	1D	77951-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.325606791911091	0.979174832906176	NA	24975	2075	NA	402	99	NA	850	1250	NA
mu1e-5	sm-.0001	N-25	1D	80279-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.205376104551867	0.000229157244082617	NA	24975	24975	NA	402	99	NA	7075	24975	NA
mu1e-5	sm-.0001	N-25	1D	8044-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.351653176901562	0.843101663400171	NA	24975	13125	NA	402	99	NA	8225	11550	NA
mu1e-5	sm-.0001	N-25	1D	80647-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00256231281403926	0.000798030051761395	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	80675-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.617697086705775	0.844088647670737	NA	24975	22825	NA	402	99	NA	10600	15450	NA
mu1e-5	sm-.0001	N-25	1D	81194-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.297683225662731	0.962072465953063	NA	24975	9600	NA	402	99	NA	9950	6775	NA
mu1e-5	sm-.0001	N-25	1D	82110-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.0510962599935645	0.821231217649128	NA	24975	12875	NA	402	99	NA	15850	12350	NA
mu1e-5	sm-.0001	N-25	1D	82324-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00376228311180416	0.000862354892205638	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	83083-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.359828222073711	0.983611236745565	NA	24975	17500	NA	402	99	NA	14800	15775	NA
mu1e-5	sm-.0001	N-25	1D	83805-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.00108660676715923	0.00205638474295191	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.0001	N-25	1D	84842-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.391629910150739	0.942592090054777	NA	24975	8650	NA	402	99	NA	7625	3850	NA
mu1e-5	sm-.0001	N-25	1D	84971-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.349396302071731	0.866839539675361	NA	24975	19550	NA	402	99	NA	15125	16550	NA
mu1e-5	sm-.0001	N-25	1D	86259-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.168702754882305	0.821130710085934	NA	24975	19325	NA	402	99	NA	14375	16750	NA
mu1e-5	sm-.0001	N-25	1D	87101-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.228022573698671	0.94380019096437	NA	24975	17450	NA	402	99	NA	17250	16875	NA
mu1e-5	sm-.0001	N-25	1D	88732-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.178088166134502	0.859273330318106	NA	24975	15825	NA	402	99	NA	15950	15250	NA
mu1e-5	sm-.0001	N-25	1D	8911-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.847574564986015	0.995565606311875	NA	24975	20975	NA	402	99	NA	7850	5600	NA
mu1e-5	sm-.0001	N-25	1D	91736-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.486276082275191	0.815580682446354	NA	24975	23100	NA	402	99	NA	2200	6275	NA
mu1e-5	sm-.0001	N-25	1D	9429-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.134923888022574	0.000112568470777426	NA	24975	24975	NA	402	99	NA	17725	24975	NA
mu1e-5	sm-.0001	N-25	1D	94842-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.446785970644291	0.0192552389567315	NA	24975	24975	NA	402	99	NA	7300	24875	NA
mu1e-5	sm-.0001	N-25	1D	95181-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.50587411202693	0.839004975124378	NA	24975	11750	NA	402	99	NA	10175	9975	NA
mu1e-5	sm-.0001	N-25	1D	95346-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.000653449172050197	0.0131102065430424	NA	24975	24775	NA	402	99	NA	24975	24775	NA
mu1e-5	sm-.0001	N-25	1D	95940-r1-501-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.283240018811416	0.852577516458114	NA	24975	3650	NA	402	99	NA	475	2775	NA
mu1e-5	sm-.0001	N-25	2D	13389-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	21385-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	28261-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	32348-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	64053-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	72840-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	73714-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-25	2D	90409-r101-101-sb0.01-sm-1e-04-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-400	1D	10113-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.312949462884582	0.977901904618322	NA	24975	3275	NA	402	99	NA	1650	350	NA
mu1e-5	sm-.0001	N-400	1D	10615-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.241693398678251	0.944991959394944	NA	24975	3375	NA	402	99	NA	225	350	NA
mu1e-5	sm-.0001	N-400	1D	10639-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.373088073315017	0.973883863510729	NA	24975	2325	NA	402	99	NA	250	125	NA
mu1e-5	sm-.0001	N-400	1D	13286-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.523944704339002	0.967469973365496	NA	24975	3325	NA	402	99	NA	1675	1275	NA
mu1e-5	sm-.0001	N-400	1D	1366-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.421361847479023	0.958931227699884	NA	24975	4425	NA	402	99	NA	50	2150	NA
mu1e-5	sm-.0001	N-400	1D	14013-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.399432192272469	0.963313608724057	NA	24975	5075	NA	402	99	NA	225	1850	NA
mu1e-5	sm-.0001	N-400	1D	15756-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.505405744907304	0.956648952208654	NA	24975	4200	NA	402	99	NA	675	700	NA
